"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","LOPQ010.fasta","LOPR010.fasta"
"group_1364","","hypothetical protein","1","1","1","68","35","297","45","","713","713","713","","JLKMCBGM_02981"
"group_1365","","hypothetical protein","1","1","1","68","36","297","44","","530","530","530","","JLKMCBGM_02982"
"group_1366","","hypothetical protein","1","1","1","68","37","297","43","","398","398","398","","JLKMCBGM_02983"
"group_1367","","hypothetical protein","1","1","1","68","38","297","42","","251","251","251","","JLKMCBGM_02984"
"group_1368","","hypothetical protein","1","1","1","68","39","297","41","","626","626","626","","JLKMCBGM_02985"
"group_1369","","hypothetical protein","1","1","1","68","40","297","40","","359","359","359","","JLKMCBGM_02986"
"group_1370","","hypothetical protein","1","1","1","68","41","297","39","","380","380","380","","JLKMCBGM_02987"
"group_1371","","hypothetical protein","1","1","1","68","42","297","38","","545","545","545","","JLKMCBGM_02988"
"group_1372","","hypothetical protein","1","1","1","68","43","297","37","","3044","3044","3044","","JLKMCBGM_02989"
"group_1373","","hypothetical protein","1","1","1","68","44","297","36","","617","617","617","","JLKMCBGM_02990"
"group_1374","","hypothetical protein","1","1","1","68","45","297","35","","1205","1205","1205","","JLKMCBGM_02991"
"group_1375","","hypothetical protein","1","1","1","68","19","297","34","","569","569","569","","JLKMCBGM_02992"
"group_1376","","hypothetical protein","1","1","1","68","18","297","33","","2165","2165","2165","","JLKMCBGM_02993"
"group_1377","","hypothetical protein","1","1","1","68","17","297","32","","653","653","653","","JLKMCBGM_02994"
"group_1378","","hypothetical protein","1","1","1","68","16","297","31","","1586","1586","1586","","JLKMCBGM_02995"
"pndA_1","","Protein PndA","1","1","1","68","15","297","30","","152","152","152","","JLKMCBGM_02996"
"group_1380","","hypothetical protein","1","1","1","68","14","297","29","","242","242","242","","JLKMCBGM_02997"
"opgE_2","","Phosphoethanolamine transferase OpgE","1","1","1","68","13","297","28","","1535","1535","1535","","JLKMCBGM_02998"
"group_1382","","hypothetical protein","1","1","1","68","12","297","27","","455","455","455","","JLKMCBGM_02999"
"group_1383","","hypothetical protein","1","1","1","68","11","297","26","","623","623","623","","JLKMCBGM_03000"
"yhcR","","Endonuclease YhcR","1","1","1","68","10","297","25","","467","467","467","","JLKMCBGM_03001"
"sepA","","Serine protease SepA autotransporter","1","1","1","68","9","297","24","","3989","3989","3989","","JLKMCBGM_03002"
"group_1386","","hypothetical protein","1","1","1","68","8","297","23","","362","362","362","","JLKMCBGM_03003"
"group_1387","","hypothetical protein","1","1","1","68","7","297","22","","191","191","191","","JLKMCBGM_03004"
"group_1388","","hypothetical protein","1","1","1","68","6","297","21","","311","311","311","","JLKMCBGM_03005"
"group_1389","","hypothetical protein","1","1","1","68","3","297","18","","1280","1280","1280","","JLKMCBGM_03009"
"group_1390","","hypothetical protein","1","1","1","68","2","297","17","","1118","1118","1118","","JLKMCBGM_03010"
"group_1391","","hypothetical protein","1","1","1","68","1","297","16","","2303","2303","2303","","JLKMCBGM_03011"
"group_1392","","hypothetical protein","1","1","1","54","5","263","1","","752","752","752","","JLKMCBGM_03014"
"group_1393","","hypothetical protein","1","1","1","54","6","263","2","","872","872","872","","JLKMCBGM_03015"
"patB","","Cystathionine beta-lyase PatB","1","1","1","54","7","263","11","","1223","1223","1223","","JLKMCBGM_03016"
"fabG_2","","3-oxoacyl-[acyl-carrier-protein] reductase FabG","1","1","1","54","8","263","10","","773","773","773","","JLKMCBGM_03017"
"group_1396","","hypothetical protein","1","1","1","54","9","263","9","","701","701","701","","JLKMCBGM_03018"
"nemA_2","","N-ethylmaleimide reductase","1","1","1","54","10","263","8","","1106","1106","1106","","JLKMCBGM_03019"
"group_1398","","hypothetical protein","1","1","1","54","11","263","7","","329","329","329","","JLKMCBGM_03020"
"group_1399","","hypothetical protein","1","1","1","54","4","263","6","","338","338","338","","JLKMCBGM_03021"
"speF_4","","Inducible ornithine decarboxylase","1","1","1","8","2","146","1","Investigate","1760","1760","1760","","JLKMCBGM_04468"
"nemR_2","","HTH-type transcriptional repressor NemR","1","1","1","54","3","263","5","","581","581","581","","JLKMCBGM_03022"
"group_1401","","hypothetical protein","1","1","1","54","2","263","4","","557","557","557","","JLKMCBGM_03023"
"group_1402","","Tn3 family transposase ISYps3","1","1","1","54","1","263","3","","407","407","407","","JLKMCBGM_03024"
"group_1403","","hypothetical protein","1","1","1","39","4","216","1","","1118","1118","1118","","JLKMCBGM_03026"
"group_1404","","hypothetical protein","1","1","1","39","3","216","2","","734","734","734","","JLKMCBGM_03027"
"flu","","Antigen 43","1","1","1","39","1","216","4","","1292","1292","1292","","JLKMCBGM_03029"
"group_1406","","hypothetical protein","1","1","1","66","1","294","1","","251","251","251","","JLKMCBGM_03115"
"finO","","Fertility inhibition protein","1","1","1","66","39","294","2","","560","560","560","","JLKMCBGM_03116"
"group_1408","","hypothetical protein","1","1","1","66","38","294","3","","746","746","746","","JLKMCBGM_03117"
"traI","","Multifunctional conjugation protein TraI","1","1","1","66","37","294","4","","5120","5120","5120","","JLKMCBGM_03118"
"traD","","Coupling protein TraD","1","1","1","66","36","294","5","","2171","2171","2171","","JLKMCBGM_03119"
"ylpA","","Lipoprotein YlpA","1","1","1","66","35","294","6","","731","731","731","","JLKMCBGM_03120"
"traS","","Protein TraS","1","1","1","66","34","294","7","","509","509","509","","JLKMCBGM_03121"
"group_1413","","hypothetical protein","1","1","1","66","33","294","8","","2825","2825","2825","","JLKMCBGM_03122"
"group_1414","","hypothetical protein","1","1","1","66","32","294","9","","392","392","392","","JLKMCBGM_03124"
"group_1415","","hypothetical protein","1","1","1","66","31","294","10","","314","314","314","","JLKMCBGM_03125"
"group_1416","","hypothetical protein","1","1","1","66","30","294","11","","554","554","554","","JLKMCBGM_03126"
"traQ","","Protein TraQ","1","1","1","66","29","294","12","","284","284","284","","JLKMCBGM_03127"
"group_1418","","hypothetical protein","1","1","1","66","28","294","13","","335","335","335","","JLKMCBGM_03128"
"group_1419","","hypothetical protein","1","1","1","66","27","294","14","","341","341","341","","JLKMCBGM_03129"
"group_1420","","hypothetical protein","1","1","1","66","26","294","15","","743","743","743","","JLKMCBGM_03130"
"group_1421","","hypothetical protein","1","1","1","66","25","294","16","","257","257","257","","JLKMCBGM_03131"
"traN","","Mating pair stabilization protein TraN","1","1","1","66","24","294","17","","1808","1808","1808","","JLKMCBGM_03132"
"group_1423","","hypothetical protein","1","1","1","66","23","294","18","","638","638","638","","JLKMCBGM_03133"
"group_1424","","hypothetical protein","1","1","1","66","22","294","19","","992","992","992","","JLKMCBGM_03134"
"group_1425","","hypothetical protein","1","1","1","66","21","294","20","","632","632","632","","JLKMCBGM_03135"
"group_1426","","hypothetical protein","1","1","1","66","20","294","21","","386","386","386","","JLKMCBGM_03136"
"group_1427","traC","Protein TraC","1","1","1","66","19","294","22","","2627","2627","2627","","JLKMCBGM_03137"
"traR","","Protein TraR","1","1","1","66","18","294","23","","221","221","221","","JLKMCBGM_03139"
"traV","","Protein TraV","1","1","1","66","17","294","24","","515","515","515","","JLKMCBGM_03140"
"group_1430","","hypothetical protein","1","1","1","66","16","294","25","","251","251","251","","JLKMCBGM_03141"
"group_1431","","hypothetical protein","1","1","1","66","15","294","26","","197","197","197","","JLKMCBGM_03142"
"group_1432","","hypothetical protein","1","1","1","66","14","294","27","","590","590","590","","JLKMCBGM_03143"
"group_1433","","hypothetical protein","1","1","1","66","13","294","28","","1427","1427","1427","","JLKMCBGM_03144"
"group_1434","","hypothetical protein","1","1","1","66","12","294","29","","728","728","728","","JLKMCBGM_03145"
"group_1435","","hypothetical protein","1","1","1","66","11","294","30","","566","566","566","","JLKMCBGM_03146"
"group_1436","","hypothetical protein","1","1","1","66","10","294","31","","311","311","311","","JLKMCBGM_03147"
"traA","","Pilin","1","1","1","66","9","294","39","","365","365","365","","JLKMCBGM_03148"
"traY","","Relaxosome protein TraY","1","1","1","66","8","294","38","","395","395","395","","JLKMCBGM_03149"
"traJ","","Protein TraJ","1","1","1","66","7","294","37","","689","689","689","","JLKMCBGM_03150"
"traM","","Relaxosome protein TraM","1","1","1","66","6","294","36","","383","383","383","","JLKMCBGM_03151"
"group_1441","","hypothetical protein","1","1","1","66","5","294","35","","509","509","509","","JLKMCBGM_03152"
"group_1442","","hypothetical protein","1","1","1","66","4","294","34","","821","821","821","","JLKMCBGM_03153"
"group_1443","","hypothetical protein","1","1","1","66","3","294","33","","287","287","287","","JLKMCBGM_03154"
"flmC","","Protein FlmC","1","1","1","66","2","294","32","","212","212","212","","JLKMCBGM_03155"
"bla_2","","Beta-lactamase CTX-M-1","1","1","1","40","3","207","2","","875","875","875","","JLKMCBGM_03192"
"group_1446","","hypothetical protein","1","1","1","40","4","207","3","","272","272","272","","JLKMCBGM_03193"
"group_1447","tap_2","Multidrug efflux pump Tap","1","1","1","40","2","207","4","","1271","1271","1271","","JLKMCBGM_03194"
"group_1448","","hypothetical protein","1","1","1","40","1","207","1","","905","905","905","","JLKMCBGM_03195"
"group_1449","","hypothetical protein","1","1","1","3","2","158","2","Investigate","497","497","497","","JLKMCBGM_03196"
"group_1450","","hypothetical protein","1","1","1","3","1","158","1","Investigate","341","341","341","","JLKMCBGM_03197"
"iutA","","Ferric aerobactin receptor","1","1","1","50","4","249","1","","2201","2201","2201","","JLKMCBGM_03198"
"iucD","","L-lysine N6-monooxygenase","1","1","1","50","5","249","2","","1277","1277","1277","","JLKMCBGM_03199"
"iucC","","Aerobactin synthase","1","1","1","50","6","249","3","","1742","1742","1742","","JLKMCBGM_03200"
"iucB","","N(6)-hydroxylysine O-acetyltransferase","1","1","1","50","7","249","4","","947","947","947","","JLKMCBGM_03201"
"iucA","","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase","1","1","1","50","8","249","5","","1724","1724","1724","","JLKMCBGM_03202"
"group_1456","","hypothetical protein","1","1","1","50","3","249","6","","617","617","617","","JLKMCBGM_03203"
"group_1457","","hypothetical protein","1","1","1","50","2","249","7","","518","518","518","","JLKMCBGM_03204"
"crcB_1","","Putative fluoride ion transporter CrcB","1","1","1","50","1","249","8","","380","380","380","","JLKMCBGM_03205"
"group_1459","","hypothetical protein","1","1","1","26","1","201","1","","383","383","383","","JLKMCBGM_03207"
"group_1460","","IS66 family transposase ISEc78","1","1","1","26","3","201","2","","1601","1601","1601","","JLKMCBGM_03209"
"group_1461","","putative autotransporter","1","1","1","86","459","232","1","","4580","4580","4580","","JLKMCBGM_03238"
"group_1462","","hypothetical protein","1","1","1","86","460","232","2","","791","791","791","","JLKMCBGM_03239"
"group_1463","","hypothetical protein","1","1","1","86","461","232","3","","482","482","482","","JLKMCBGM_03240"
"group_1464","ygbF","CRISPR-associated endoribonuclease Cas2","1","1","1","86","423","6","1","","284","284","284","","JLKMCBGM_03341"
"gudX","","Glucarate dehydratase-related protein","1","1","1","86","422","10","1","","1340","1340","1340","","JLKMCBGM_03375"
"group_1466","","hypothetical protein","1","1","1","34","1","185","1","","251","251","251","","JLKMCBGM_03463"
"group_1467","","hypothetical protein","1","1","1","34","2","185","2","","491","491","491","","JLKMCBGM_03464"
"group_1468","","hypothetical protein","1","1","1","34","3","185","3","","362","362","362","","JLKMCBGM_03465"
"group_1469","","hypothetical protein","1","1","1","85","593","13","1","","275","275","275","","JLKMCBGM_03483"
"group_1470","","hypothetical protein","1","1","1","83","468","245","1","","821","821","821","","JLKMCBGM_03579"
"group_1471","","hypothetical protein","1","1","1","83","467","245","2","","128","128","128","","JLKMCBGM_03580"
"group_1472","","hypothetical protein","1","1","1","83","466","245","3","","4763","4763","4763","","JLKMCBGM_03581"
"group_1473","","hypothetical protein","1","1","1","83","19","245","4","","260","260","260","","JLKMCBGM_03582"
"group_1474","","hypothetical protein","1","1","1","83","20","245","7","","2033","2033","2033","","JLKMCBGM_03583"
"group_1475","","hypothetical protein","1","1","1","83","21","245","6","","1538","1538","1538","","JLKMCBGM_03584"
"xerC_5","","Tyrosine recombinase XerC","1","1","1","83","22","245","5","","1268","1268","1268","","JLKMCBGM_03585"
"group_1477","","hypothetical protein","1","1","1","83","8","113","1","","2186","2186","2186","","JLKMCBGM_03632"
"group_1478","","hypothetical protein","1","1","1","83","1","","","","383","383","383","","JLKMCBGM_03638"
"rhsC","","Protein RhsC","1","1","1","84","17","143","2","","809","809","809","","JLKMCBGM_03639"
"group_1480","","hypothetical protein","1","1","1","84","18","143","1","","326","326","326","","JLKMCBGM_03640"
"group_1481","","ISAs1 family transposase ISEc5","1","1","1","84","261","87","1","","761","761","761","","JLKMCBGM_03645"
"group_1482","papD_1","Chaperone protein PapD","1","1","1","84","271","20","1","","728","728","728","","JLKMCBGM_03656"
"ybgD_1","","putative fimbrial-like protein YbgD","1","1","1","84","275","129","1","","566","566","566","","JLKMCBGM_03658"
"group_1484","","hypothetical protein","1","1","1","84","522","94","1","","1256","1256","1256","","JLKMCBGM_03940"
"group_1485","","hypothetical protein","1","1","1","63","16","278","1","","434","434","434","","JLKMCBGM_03966"
"cbeA_3","","Cytoskeleton bundling-enhancing antitoxin CbeA","1","1","1","63","14","278","3","","368","368","368","","JLKMCBGM_03968"
"klcA_3","","Antirestriction protein KlcA","1","1","1","63","11","278","6","","485","485","485","","JLKMCBGM_03971"
"group_1488","","hypothetical protein","1","1","1","63","9","278","8","","311","311","311","","JLKMCBGM_03973"
"group_1489","","hypothetical protein","1","1","1","63","8","278","9","","290","290","290","","JLKMCBGM_03974"
"group_1490","","hypothetical protein","1","1","1","63","7","278","10","","506","506","506","","JLKMCBGM_03975"
"group_1491","","hypothetical protein","1","1","1","63","6","278","11","","317","317","317","","JLKMCBGM_03976"
"group_1492","","hypothetical protein","1","1","1","63","5","278","12","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","176","176","176","","JLKMCBGM_03977"
"group_1493","","hypothetical protein","1","1","1","63","3","278","14","","1223","1223","1223","","JLKMCBGM_03979"
"group_1494","","hypothetical protein","1","1","1","63","2","278","15","","731","731","731","","JLKMCBGM_03980"
